영화명,영화코드,개봉일,F-rated,장르,등급,영화구분,제작사,배급사,상영횟수,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,감독1필모,감독1,감독1코드,감독1성별,감독2,감독2코드,감독2성별,감독3,감독3코드,감독3성별,감독4,감독4코드,감독4성별,작가,대표작가,대표작가(필명),작가코드,작가성별,작가_대표역할,작가필모,배우,주연배우,배우코드,배우성별,배우_대표역할,배우필모
아이엠 호프맨,20175047,2017-11-16,1,다큐멘터리,전체관람가,독립/예술영화,52DAYS FILM,52DAYS FILM,132,7,19892000.0,2724,17143500,2236,아이엠 호프맨,나현태,20284869.0,남자,-,-,-,-,-,-,-,-,-,빈선화,빈선화,빈선화,20185417,여자,각색,아이엠 호프맨|공범,"임만호,김용순",임만호,20285369,남자,배우,아이엠 호프맨
꾼,20165748,2017-11-22,0,범죄,15세이상관람가,일반영화,(주)영화사두둥,(주)쇼박스,117419,1314,31313568795.0,4018341,7524464445,931901,꾼|평양성|반가운 살인자|님은 먼 곳에|즐거운 인생|라디오 스타|왕의 남자,장창원,20148100.0,남자,-,-,-,-,-,-,-,-,-,장창원,장창원,장창원,20148100,남자,감독,꾼|평양성|반가운 살인자|님은 먼 곳에|즐거운 인생|라디오 스타|왕의 남자,"현빈,유지태,배성우,박성웅,나나,안세하,최덕문,전보람,전헌태,유정호,이용희,이재남,이창호,김동철,황인범,차순배,염동헌,허성태,주석태",현빈,10088975,남자,배우,"창궐|협상|꾼|공조|역린|아프리카의 눈물|사랑한다, 사랑하지 않는다|만추|나는 행복합니다|백만장자의 첫사랑|키다리 아저씨|돌려차기|내 이름은 김삼순"
아기와 나,20160522,2017-11-23,0,드라마,15세이상관람가,독립/예술영화,한국영화아카데미,CGV아트하우스,695,62,17949800.0,2356,10957100,1345,아기와 나|우리 이웃 이야기|미생 프리퀄|여름방학|자전거 도둑|야간 비행|인디스데이 2월 단편|인디스데이 7월 단편|제14회 미쟝센 단편영화제 전년도 수상작2|제13회 미쟝센 단편영화제 사랑에 관한 짧은 필름1|KAFA 단편 1 |12월 단편 상상극장 - 2013 단편 명불허전,손태겸,20112723.0,남자,-,-,-,-,-,-,-,-,-,손태겸,손태겸,손태겸,20112723,남자,감독,아기와 나|우리 이웃 이야기|미생 프리퀄|여름방학|자전거 도둑|야간 비행|인디스데이 2월 단편|인디스데이 7월 단편|제14회 미쟝센 단편영화제 전년도 수상작2|제13회 미쟝센 단편영화제 사랑에 관한 짧은 필름1|KAFA 단편 1 |12월 단편 상상극장 - 2013 단편 명불허전,"이이경,정연주,이승현,가심현,최초아,오희준,박명신,류경수,전신환,박순천",이이경,20124322,남자,배우,히트맨|뷰티풀 보이스|더 펜션|괴물들|아기와 나|커튼콜|해적: 바다로 간 산적|일대일|백야|남쪽으로 간다
역모-반란의 시대,20173903,2017-11-23,0,"사극,액션",15세이상관람가,일반영화,"Picsso,(주)원픽쳐스",(주)스톰픽쳐스코리아,4100,355,212967300.0,29294,65901800,8430,역모-반란의 시대,김홍선,20283069.0,남자,-,-,-,-,-,-,-,-,-,"김홍선, 권순규, 김황성",김홍선,김홍선,20283069,남자,감독,역모-반란의 시대,"정해인,김지훈,조재윤,이원종,박동선,박성호,박호산,오유진,이동준,이정우,정지훈,이승비",정해인,20219146,남자,배우,유열의 음악앨범|시동|흥부: 글로 세상을 바꾼 자|임금님의 사건수첩|역모-반란의 시대|장수상회
푸른노을,20176061,2017-11-23,0,드라마,12세이상관람가,독립/예술영화,(주)마이더스필름,(주)드림팩트엔터테인먼트,355,24,14558200.0,2144,5250500,769,푸른노을,박규식,10028475.0,남자,-,-,-,-,-,-,-,-,-,김태곤,김태곤,김태곤,20284850,남자,시나리오(각본),푸른노을,"박인환,오미희,남경읍,서정호,엄에녹,윤철호,이경재,이승희,이현우,박명신",박인환,10029093,남자,배우,엑시트|킹메이커 : 선거판의 여우|기묘한 가족|비밥바룰라|푸른노을|루시드 드림|수상한 그녀|홍길동의 후예|박쥐|행복|무도리|투 가이즈|마법의 성|울랄라씨스터즈|봄날은 간다|교도소 월드컵|하면 된다|간첩 리철진|산전수전|조용한 가족|투캅스 3|베이비 세일|돈을 갖고 튀어라|밀크초콜릿 1950-1990|영심이|나는 날마다 일어선다|삶의 향기
반드시 잡는다,20161762,2017-11-29,0,스릴러,15세이상관람가,일반영화,"(주)에이디사공육,씨네주 유한회사",(주)넥스트엔터테인먼트월드(NEW),24559,565,3324033772.0,446379,794998472,102380,변신|반드시 잡는다|브로커|기술자들|공모자들,김홍선,20125826.0,남자,-,-,-,-,-,-,-,-,-,"김민성, 유갑열, 박원진, 이찬영",김민성,김민성,20126310,남자,제작,반드시 잡는다|바람과 함께 사라지다|미확인 동영상 : 절대클릭금지|말하는 건축가|투 가이즈|일단뛰어,"백윤식,성동일,천호진,배종옥,조달환,김혜인,박형수,손종학,이칸희,박지현,정유민,이정은,조건희,이재윤,천준호,강병희,권인호,선호삼,강말금,신문성,오희준,유수빈",백윤식,10030351,남자,배우,명당|반드시 잡는다|덕혜옹주|내부자들: 디 오리지널|내부자들|관상|나는 왕이로소이다|돈의 맛|헤드|위험한 상견례|연인|마을금고 연쇄습격사건|브라보 마이 라이프|서핑 업|애정결핍이 두 남자에게 미치는 영향|타짜|천하장사 마돈나|싸움의 기술|그때 그 사람들|범죄의 재구성|지구를 지켜라|불후의 명작|단둘이서
기억의 밤,20173581,2017-11-29,0,"미스터리,스릴러",15세이상관람가,일반영화,(주)비에이엔터테인먼트,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",53003,751,10652346660.0,1387599,2887719160,362973,죽지않는 인간들의 밤|기억의 밤|끝까지 간다|전투의 매너|귀신이 산다|불어라 봄바람|라이터를 켜라|북경반점,장항준,10060606.0,남자,-,-,-,-,-,-,-,-,-,장항준,장항준,장항준,10060606,남자,감독,죽지않는 인간들의 밤|기억의 밤|끝까지 간다|전투의 매너|귀신이 산다|불어라 봄바람|라이터를 켜라|북경반점,"강하늘,김무열,문성근,나영희,최고,박윤식,박재영,이동근,이동진,이승용,남명렬,김현목,이성우,이나라",강하늘,20111688,남자,배우,나와 봄날의 약속|기억의 밤|청년경찰|재심|좋아해줘|동주|순수의 시대|순수의 시대 무삭제편|스물|쎄시봉|소녀괴담|너는 펫|평양성
아들에게 가는 길,20163906,2017-11-30,1,"가족,드라마",전체관람가,독립/예술영화,리얼곤시네마,"(주)에스와이코마드,글뫼 주식회사",496,46,44440500.0,6668,17278000,2353,아들에게 가는 길|붉은 바캉스 검은 웨딩 2|낭만파 남편의 편지|저녁의 게임|꽃을 든 남자,최낙권,10072560.0,남자,-,-,-,-,-,-,-,-,-,최낙권,최낙권,최낙권,10072560,남자,감독,아들에게 가는 길|붉은 바캉스 검은 웨딩 2|낭만파 남편의 편지|저녁의 게임|꽃을 든 남자,"김은주,서성광,이로운,이승호,홍진아",김은주,20197008,여자,배우,아들에게 가는 길|메이드 인 차이나|만신|별일아니다|서울|은하해방전선|산책|그림자도 없다|할 수 있는 자가 구하라|황금시대
실종2,20174199,2017-11-30,1,스릴러,청소년관람불가,독립/예술영화,(주)영화공장,(주)드림팩트엔터테인먼트,272,29,11252500.0,1513,7880500,1036,"재혼의 기술|발광하는 현대사|늦여름|딥|각자의 미식|게스트하우스|실종2|어떻게 헤어질까|두 개의 연애|어떤이의 꿈|플랑크 상수|산타바바라|내가 고백을 하면|설마 그럴리가 없어|모피를 입은 비너스|돌이킬 수 없는|맛있는 인생|집 나온 남자들|채식주의자|여배우들|집행자|부산|이태원 살인사건|10억|거북이 달린다|키친|오이시맨|로맨틱 아일랜드|이리|비몽|멋진 하루|영화는 영화다|아름답다|중경|별빛 속으로|열세살 수아|아주 특별한 손님|온 더 로드, 투|거칠마루|라스트 씬|화장실, 어디에요?|도쿄!",조성규,10065915.0,남자,-,-,-,-,-,-,-,-,-,조성규,조성규,조성규,10065915,남자,감독,"재혼의 기술|발광하는 현대사|늦여름|딥|각자의 미식|게스트하우스|실종2|어떻게 헤어질까|두 개의 연애|어떤이의 꿈|플랑크 상수|산타바바라|내가 고백을 하면|설마 그럴리가 없어|모피를 입은 비너스|돌이킬 수 없는|맛있는 인생|집 나온 남자들|채식주의자|여배우들|집행자|부산|이태원 살인사건|10억|거북이 달린다|키친|오이시맨|로맨틱 아일랜드|이리|비몽|멋진 하루|영화는 영화다|아름답다|중경|별빛 속으로|열세살 수아|아주 특별한 손님|온 더 로드, 투|거칠마루|라스트 씬|화장실, 어디에요?|도쿄!","함은정,이원종,서준영,김혜나,배호근,정두원,조선묵,조은경",함은정,10087924,여자,배우,실종2|화이트: 저주의 멜로디|고死 : 피의 중간고사|조용한 세상|아이스케키|야수와 미녀|마들렌
산상수훈,20170272,2017-12-07,2,드라마,전체관람가,독립/예술영화,(주)그란,"이언픽쳐스,(주)그란",1430,71,402226830.0,53472,133186230,17599,산상수훈,유영의,20281369.0,여자,-,-,-,-,-,-,-,-,-,유영의,유영의,유영의,20281369,여자,감독,산상수훈,"백서빈,최이선,정준영,오경원,탁우석,박창준,최현우,설준수",백서빈,20136860,남자,배우,산상수훈|아빠는 예쁘다|좀비스쿨|노크
초행,20174601,2017-12-07,1,드라마,12세이상관람가,독립/예술영화,봄내필름,(주)인디플러그,1069,47,53353900.0,6980,36560600,4451,"초행|춘천, 춘천|철원기행",김대환,20191466.0,남자,-,-,-,-,-,-,-,-,-,김대환,김대환,김대환,20191466,남자,감독,"초행|춘천, 춘천|철원기행","김새벽,조현철",김새벽,20126450,여자,배우,"소설가 구보의 하루|킹메이커 : 선거판의 여우|벌새|국경의 왕|항거:유관순 이야기|동네사람들|얼굴들|풀잎들|어른도감|초행|그 후|누에치던 방|걷기왕|파란입이 달린 얼굴|설행_눈길을 걷다|태양의 아들|한여름의 판타지아|제보자|타짜-신의 손|이것이 우리의 끝이다|만신|줄탁동시|써니|수요기도회|새들이 돌아오는 시간|사려 깊은 밤|처음이 어렵지|말로는 힘들어|9월 수요단편극장 ""여배우의 힘 - 이상희, 김새벽, 천우희"""
돌아온다,20174663,2017-12-07,0,드라마,12세이상관람가,독립/예술영화,(주)꿈길제작소,(주)더블앤조이픽쳐스,1009,58,82977300.0,13130,68832500,10886,돌아온다|필름시대사랑|미라클 여행기|영화판,허철,20114576.0,남자,-,-,-,-,-,-,-,-,-,허철,허철,허철,20114576,남자,감독,돌아온다|필름시대사랑|미라클 여행기|영화판,"김유석,손수현,리우진,박병은,허상진",김유석,10005239,남자,배우,"돌아온다|핸드폰|모두들, 괜찮아요?|엄마|가능한 변화들|광시곡|섬|강원도의 힘"
뽀로로 극장판 공룡섬 대모험,20174846,2017-12-07,1,애니메이션,전체관람가,일반영화,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),19949,803,6203897300.0,824079,1093529800,137767,뽀로로 극장판 보물섬 대모험|뽀로로 극장판 공룡섬 대모험|뽀로로 극장판 컴퓨터 왕국 대모험|뽀로로 극장판 슈퍼썰매 대모험|뽀로로의 대모험|뽀로로 극장판 눈요정 마을 대모험,김현호,20167741.0,남자,윤제완,20186442.0,남자,-,-,-,-,-,-,김창원,김창원,김창원,20284969,남자,시나리오(각본),뽀로로 극장판 공룡섬 대모험,"이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현",이선,10055966,여자,배우,뽀로로 극장판 보물섬 대모험|뽀로로 극장판 공룡섬 대모험|모험왕 블링키|짐작보다 따뜻하게|뽀로로 극장판 컴퓨터 왕국 대모험|극장판 아이엠스타 : 꿈의 오디션!|꼬마영웅 경찰차 프로디2|뽀로로 극장판 슈퍼썰매 대모험|모모와 다락방의 수상한 요괴들|꼬마영웅 경찰차 프로디|뽀로로의 대모험|뽀로로 극장판 눈요정 마을 대모험
메리 크리스마스 미스터 모,20160465,2017-12-14,0,코미디,12세이상관람가,독립/예술영화,영화사 달리기,㈜인디스토리,612,31,23963800.0,3418,16721500,2172,윤희에게|메리 크리스마스 미스터 모|만일의 세계|레몬타임|제14회 미쟝센 단편영화제 전년도 수상작3|제13회 미쟝센 단편영화제 사랑에 관한 짧은 필름2|제31회 인천시네마테크 - 빛나는 청춘,임대형,20189542.0,남자,-,-,-,-,-,-,-,-,-,임대형,임대형,임대형,20189542,남자,감독,윤희에게|메리 크리스마스 미스터 모|만일의 세계|레몬타임|제14회 미쟝센 단편영화제 전년도 수상작3|제13회 미쟝센 단편영화제 사랑에 관한 짧은 필름2|제31회 인천시네마테크 - 빛나는 청춘,"기주봉,오정환,고원희,전여빈,유재명,전순옥,전재민,전해성,정연진,이다솔,이우정,이진희,김민수,김정영",기주봉,10003307,남자,배우,"나의 알바인생|노리개: 그녀의 눈물|69세|소설가 구보의 하루|강변호텔|행복의 나라|풀잎들|천사의 시간|메리 크리스마스 미스터 모|더 복서|히야|지금은맞고그때는틀리다|간신|순수의 시대|오피스|차이나타운|살인의뢰|해무(海霧)|신이 보낸 사람|자유의 언덕|끝까지 간다|용의자|친구 2|소녀|배우는 배우다|몽타주|잔혹한 살인|환상속의 그대|노리개|누구의 딸도 아닌 해원|철가방 우수氏|콩가네|북촌방향|이별능력|하하하|나쁜 놈이 더 잘 잔다|채식주의자|킹콩을 들다|로니를 찾아서|그 남자의 책 198쪽|멋진 하루|밤과 낮|경축! 우리사랑|마지막 선물|포도나무를 베어라|아주 특별한 손님|로망스|삼거리 무스탕 소년의 최후|주먹이 운다(Crying Fist)|알포인트|령|클레멘타인|라이어|어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장|풀리쉬 게임|초승달과 밤배|목포는 항구다|거울속으로|청풍명월(淸風明月)|튜브|와일드 카드|지구를 지켜라|대한민국 헌법 제1조|색즉시공|유아독존|굳세어라 금순아|보스 상륙 작전(Boss X File)|복수는 나의 것|공공의 적|우렁각시|두사부일체|세이예스|소름|친구|번지점프를 하다|순애보|공동경비구역 JSA|죽거나 혹은 나쁘거나|비천무|킬리만자로|인정사정 볼 것 없다|북경반점|조용한 가족|나쁜 영화|아찌 아빠|지금은 양지|인간시장, 작은 악마 스물두살의 자서전|F학점의 천재들|어둠의 자식들|낙과|그 아이|피리마담|몰디브 환상특급|단심|심판"
